OB-Category;OB-Rating;OB-in-Title?;Bug-Category;Experiment Name;# of Retrievals;MRR;MAP;h@1;h@2;h@3;h@4;h@5;h@6;h@7;h@8;h@9;h@10;Avg. Hits;# of Success;# of Failure
Easy;2;1;All;BLIP_results_with_details.csv;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0
Easy;3;0;All;BLIP_results_with_details.csv;8;0.6636904761904762;0.5845647903070209;0.5;0.75;0.75;0.75;0.75;0.875;1.0;1.0;1.0;1.0;0.8375;8;0
Easy;3;1;All;BLIP_results_with_details.csv;8;0.33209325396825395;0.31780783894754483;0.0;0.5;0.625;0.625;0.625;0.625;0.75;0.875;0.875;0.875;0.6375;8;0
Easy;4;0;All;BLIP_results_with_details.csv;34;0.30637197769550706;0.28521160498714676;0.17647058823529413;0.20588235294117646;0.29411764705882354;0.4117647058823529;0.4411764705882353;0.5;0.5882352941176471;0.5882352941176471;0.6176470588235294;0.6764705882352942;0.45;34;0
Easy;4;1;All;BLIP_results_with_details.csv;23;0.4391821946169772;0.4324463579898362;0.21739130434782608;0.391304347826087;0.5217391304347826;0.6956521739130435;0.6956521739130435;0.9130434782608695;0.9565217391304348;1.0;1.0;1.0;0.7391304347826086;23;0
Easy;5;0;All;BLIP_results_with_details.csv;28;0.6306972789115646;0.5818404066171923;0.42857142857142855;0.6785714285714286;0.7857142857142857;0.8928571428571429;0.8928571428571429;0.9285714285714286;0.9642857142857143;0.9642857142857143;0.9642857142857143;1.0;0.85;28;0
Easy;5;1;All;BLIP_results_with_details.csv;21;0.3979562765277051;0.3500634726825203;0.14285714285714285;0.42857142857142855;0.5714285714285714;0.6190476190476191;0.6666666666666666;0.7619047619047619;0.8571428571428571;0.8571428571428571;0.9047619047619048;0.9523809523809523;0.6761904761904762;21;0
Hard;1;0;All;BLIP_results_with_details.csv;16;0.40516098484848484;0.3557338336503468;0.125;0.5;0.625;0.6875;0.6875;0.8125;0.8125;0.8125;0.8125;0.875;0.675;16;0
Hard;1;1;All;BLIP_results_with_details.csv;1;0.0833333333333333;0.0833333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0
Hard;2;0;All;BLIP_results_with_details.csv;44;0.392685653166874;0.3756928746514385;0.2727272727272727;0.36363636363636365;0.38636363636363635;0.4090909090909091;0.4772727272727273;0.5681818181818182;0.6363636363636364;0.6363636363636364;0.6590909090909091;0.7045454545454546;0.5113636363636364;44;0
Hard;2;1;All;BLIP_results_with_details.csv;10;0.248388591947914;0.25588859194791397;0.1;0.2;0.3;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.4;10;0
Hard;3;0;All;BLIP_results_with_details.csv;27;0.42196589036974314;0.4301910070388518;0.2962962962962963;0.4074074074074074;0.4074074074074074;0.4444444444444444;0.5555555555555556;0.5925925925925926;0.5925925925925926;0.6296296296296297;0.6666666666666666;0.7407407407407407;0.5333333333333333;27;0
Hard;3;1;All;BLIP_results_with_details.csv;11;0.3647546897546897;0.37794092157606146;0.18181818181818182;0.2727272727272727;0.45454545454545453;0.45454545454545453;0.6363636363636364;0.6363636363636364;0.7272727272727273;0.8181818181818182;0.9090909090909091;0.9090909090909091;0.6;11;0
Hard;4;0;All;BLIP_results_with_details.csv;13;0.5847069597069597;0.5749058811558811;0.3076923076923077;0.7692307692307693;0.8461538461538461;0.8461538461538461;0.8461538461538461;0.8461538461538461;0.9230769230769231;1.0;1.0;1.0;0.8384615384615385;13;0
Hard;4;1;All;BLIP_results_with_details.csv;6;0.1884259259259259;0.2528305259555259;0.0;0.0;0.16666666666666666;0.3333333333333333;0.5;0.5;0.5;0.6666666666666666;1.0;1.0;0.4666666666666666;6;0
Hard;5;0;All;BLIP_results_with_details.csv;2;0.5714285714285714;0.5714285714285714;0.5;0.5;0.5;0.5;0.5;0.5;1.0;1.0;1.0;1.0;0.7;2;0
Easy;2;All;All;BLIP_results_with_details.csv;2;0.55;0.55;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;1.0;0.55;2;0
Easy;3;All;All;BLIP_results_with_details.csv;16;0.49789186507936506;0.45118631462728287;0.25;0.625;0.6875;0.6875;0.6875;0.75;0.875;0.9375;0.9375;0.9375;0.7375;16;0
Easy;4;All;All;BLIP_results_with_details.csv;57;0.35996206522522306;0.34462211935665304;0.19298245614035087;0.2807017543859649;0.38596491228070173;0.5263157894736842;0.543859649122807;0.6666666666666666;0.7368421052631579;0.7543859649122807;0.7719298245614035;0.8070175438596491;0.5666666666666667;57;0
Easy;5;All;All;BLIP_results_with_details.csv;49;0.5309511350327677;0.4825074349309043;0.30612244897959184;0.5714285714285714;0.6938775510204082;0.7755102040816326;0.7959183673469388;0.8571428571428571;0.9183673469387755;0.9183673469387755;0.9387755102040817;0.9795918367346939;0.7755102040816326;49;0
Hard;1;All;All;BLIP_results_with_details.csv;17;0.38622994652406417;0.3397102748081695;0.11764705882352941;0.47058823529411764;0.5882352941176471;0.6470588235294118;0.6470588235294118;0.7647058823529411;0.7647058823529411;0.7647058823529411;0.7647058823529411;0.8235294117647058;0.6352941176470588;17;0
Hard;2;All;All;BLIP_results_with_details.csv;54;0.3659639751633628;0.35350689637300803;0.24074074074074073;0.3333333333333333;0.37037037037037035;0.4074074074074074;0.48148148148148145;0.5555555555555556;0.6111111111111112;0.6111111111111112;0.6296296296296297;0.6666666666666666;0.49074074074074076;54;0
Hard;3;All;All;BLIP_results_with_details.csv;38;0.4054047533495961;0.41506598229962305;0.2631578947368421;0.3684210526315789;0.42105263157894735;0.4473684210526316;0.5789473684210527;0.6052631578947368;0.631578947368421;0.6842105263157895;0.7368421052631579;0.7894736842105263;0.5526315789473684;38;0
Hard;4;All;All;BLIP_results_with_details.csv;19;0.4595655806182122;0.4731978742505058;0.21052631578947367;0.5263157894736842;0.631578947368421;0.6842105263157895;0.7368421052631579;0.7368421052631579;0.7894736842105263;0.8947368421052632;1.0;1.0;0.7210526315789474;19;0
Hard;5;All;All;BLIP_results_with_details.csv;2;0.5714285714285714;0.5714285714285714;0.5;0.5;0.5;0.5;0.5;0.5;1.0;1.0;1.0;1.0;0.7;2;0
All;All;0;All;BLIP_results_with_details.csv;173;0.44730384980718935;0.42323273345839296;0.2832369942196532;0.4508670520231214;0.5086705202312138;0.5664739884393064;0.6069364161849711;0.6705202312138728;0.7283236994219653;0.7398843930635838;0.7572254335260116;0.8092485549132948;0.6121387283236994;173;0
All;All;1;All;BLIP_results_with_details.csv;81;0.3682110458109621;0.3599582026859484;0.14814814814814814;0.345679012345679;0.48148148148148145;0.5679012345679012;0.6296296296296297;0.7160493827160493;0.7777777777777778;0.8271604938271605;0.8765432098765432;0.8888888888888888;0.625925925925926;81;0
All;1;All;All;BLIP_results_with_details.csv;17;0.38622994652406417;0.3397102748081695;0.11764705882352941;0.47058823529411764;0.5882352941176471;0.6470588235294118;0.6470588235294118;0.7647058823529411;0.7647058823529411;0.7647058823529411;0.7647058823529411;0.8235294117647058;0.6352941176470588;17;0
All;2;All;All;BLIP_results_with_details.csv;56;0.37253669033609993;0.3605245072168292;0.25;0.3392857142857143;0.375;0.4107142857142857;0.48214285714285715;0.5535714285714286;0.6071428571428571;0.6071428571428571;0.625;0.6785714285714286;0.4928571428571429;56;0
All;3;All;All;BLIP_results_with_details.csv;54;0.43280834201026835;0.4257683029893001;0.25925925925925924;0.4444444444444444;0.5;0.5185185185185185;0.6111111111111112;0.6481481481481481;0.7037037037037037;0.7592592592592593;0.7962962962962963;0.8333333333333334;0.6074074074074074;54;0
All;4;All;All;BLIP_results_with_details.csv;76;0.3848629440734704;0.3767660580801162;0.19736842105263158;0.34210526315789475;0.4473684210526316;0.5657894736842105;0.5921052631578947;0.6842105263157895;0.75;0.7894736842105263;0.8289473684210527;0.8552631578947368;0.605263157894737;76;0
All;5;All;All;BLIP_results_with_details.csv;51;0.532538485479662;0.4859945383229697;0.3137254901960784;0.5686274509803921;0.6862745098039216;0.7647058823529411;0.7843137254901961;0.8431372549019608;0.9215686274509803;0.9215686274509803;0.9411764705882353;0.9803921568627451;0.7725490196078432;51;0
Easy;All;All;All;BLIP_results_with_details.csv;124;0.44839284819123526;0.41617182378209727;0.25;0.4435483870967742;0.5483870967741935;0.6451612903225806;0.6612903225806451;0.75;0.8225806451612904;0.8387096774193549;0.8548387096774194;0.8951612903225806;0.6709677419354839;124;0
Hard;All;All;All;BLIP_results_with_details.csv;130;0.39698421193552696;0.3905428550529519;0.23076923076923078;0.3923076923076923;0.45384615384615384;0.49230769230769234;0.5692307692307692;0.6230769230769231;0.6692307692307692;0.7;0.7384615384615385;0.7769230769230769;0.5646153846153845;130;0
All;All;All;Non-Synthetic Bug;BLIP_results_with_details.csv;150;0.40609819291475635;0.39681849841056743;0.19333333333333333;0.42;0.52;0.6;0.6466666666666666;0.72;0.76;0.7733333333333333;0.7933333333333333;0.8333333333333334;0.6259999999999999;150;0
All;All;All;Synthetic Bug;BLIP_results_with_details.csv;104;0.4451339595203676;0.4120490629257566;0.3076923076923077;0.41346153846153844;0.47115384615384615;0.5192307692307693;0.5673076923076923;0.6346153846153846;0.7211538461538461;0.7596153846153846;0.7980769230769231;0.8365384615384616;0.6028846153846155;104;0
Easy;2;0;All;CLIP_results_with_details.csv;1;0.0526315789473684;0.0526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0
Easy;2;1;All;CLIP_results_with_details.csv;1;0.5;0.5;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9;1;0
Easy;3;0;All;CLIP_results_with_details.csv;8;0.34296085858585856;0.3529975407553459;0.125;0.25;0.5;0.625;0.625;0.625;0.625;0.75;0.875;0.875;0.5875;8;0
Easy;3;1;All;CLIP_results_with_details.csv;8;0.439484126984127;0.41233579331852355;0.25;0.5;0.5;0.625;0.625;0.625;0.625;0.625;0.75;0.75;0.5875;8;0
Easy;4;0;All;CLIP_results_with_details.csv;34;0.24309026406321976;0.2479223553994671;0.08823529411764706;0.14705882352941177;0.20588235294117646;0.35294117647058826;0.4411764705882353;0.5588235294117647;0.6176470588235294;0.6176470588235294;0.6764705882352942;0.6764705882352942;0.4382352941176471;34;0
Easy;4;1;All;CLIP_results_with_details.csv;23;0.5882850241545894;0.5806433904259991;0.43478260869565216;0.5652173913043478;0.6521739130434783;0.782608695652174;0.782608695652174;0.8695652173913043;0.8695652173913043;0.9130434782608695;0.9130434782608695;0.9565217391304348;0.7739130434782608;23;0
Easy;5;0;All;CLIP_results_with_details.csv;28;0.5032552764695623;0.4850209790598446;0.32142857142857145;0.5;0.5714285714285714;0.6785714285714286;0.7857142857142857;0.7857142857142857;0.8214285714285714;0.8214285714285714;0.8571428571428571;0.8928571428571429;0.7035714285714285;28;0
Easy;5;1;All;CLIP_results_with_details.csv;21;0.2590705979361441;0.2403529445391293;0.09523809523809523;0.23809523809523808;0.3333333333333333;0.38095238095238093;0.42857142857142855;0.47619047619047616;0.47619047619047616;0.47619047619047616;0.5238095238095238;0.5238095238095238;0.3952380952380952;21;0
Hard;1;0;All;CLIP_results_with_details.csv;16;0.43247548043743694;0.4189719362562333;0.1875;0.5;0.625;0.6875;0.75;0.75;0.75;0.75;0.8125;0.8125;0.6625;16;0
Hard;1;1;All;CLIP_results_with_details.csv;1;0.0714285714285714;0.0714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0
Hard;2;0;All;CLIP_results_with_details.csv;44;0.4097527094118003;0.3824465420083559;0.22727272727272727;0.45454545454545453;0.4772727272727273;0.5;0.5454545454545454;0.5909090909090909;0.6363636363636364;0.7272727272727273;0.7954545454545454;0.8181818181818182;0.5772727272727274;44;0
Hard;2;1;All;CLIP_results_with_details.csv;10;0.384899580958903;0.384899580958903;0.3;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.5;0.5;0.41999999999999993;10;0
Hard;3;0;All;CLIP_results_with_details.csv;27;0.42896373174150954;0.4259317751567064;0.2962962962962963;0.37037037037037035;0.4444444444444444;0.5555555555555556;0.5925925925925926;0.5925925925925926;0.6296296296296297;0.7037037037037037;0.7037037037037037;0.7407407407407407;0.562962962962963;27;0
Hard;3;1;All;CLIP_results_with_details.csv;11;0.40719696969696967;0.40608539188084636;0.18181818181818182;0.18181818181818182;0.7272727272727273;0.8181818181818182;0.8181818181818182;0.9090909090909091;0.9090909090909091;0.9090909090909091;0.9090909090909091;0.9090909090909091;0.7272727272727273;11;0
Hard;4;0;All;CLIP_results_with_details.csv;13;0.7230769230769231;0.7000880529726684;0.6153846153846154;0.6923076923076923;0.6923076923076923;0.8461538461538461;1.0;1.0;1.0;1.0;1.0;1.0;0.8846153846153847;13;0
Hard;4;1;All;CLIP_results_with_details.csv;6;0.205026455026455;0.20200450247551693;0.0;0.0;0.16666666666666666;0.5;0.5;0.5;0.8333333333333334;0.8333333333333334;1.0;1.0;0.5333333333333334;6;0
Hard;5;0;All;CLIP_results_with_details.csv;2;0.55;0.32;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;1.0;0.55;2;0
Easy;2;All;All;CLIP_results_with_details.csv;2;0.2763157894736842;0.2763157894736842;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.45;2;0
Easy;3;All;All;CLIP_results_with_details.csv;16;0.39122249278499277;0.3826666670369347;0.1875;0.375;0.5;0.625;0.625;0.625;0.625;0.6875;0.8125;0.8125;0.5875;16;0
Easy;4;All;All;CLIP_results_with_details.csv;57;0.3823793777842987;0.3821782116382432;0.22807017543859648;0.3157894736842105;0.38596491228070173;0.5263157894736842;0.5789473684210527;0.6842105263157895;0.7192982456140351;0.7368421052631579;0.7719298245614035;0.7894736842105263;0.5736842105263158;57;0
Easy;5;All;All;CLIP_results_with_details.csv;49;0.39860469995524017;0.380163249979538;0.22448979591836735;0.3877551020408163;0.46938775510204084;0.5510204081632653;0.6326530612244898;0.6530612244897959;0.673469387755102;0.673469387755102;0.7142857142857143;0.7346938775510204;0.5714285714285714;49;0
Hard;1;All;All;CLIP_results_with_details.csv;17;0.41123742696632726;0.3985282089134297;0.17647058823529413;0.47058823529411764;0.5882352941176471;0.6470588235294118;0.7058823529411765;0.7058823529411765;0.7058823529411765;0.7058823529411765;0.7647058823529411;0.7647058823529411;0.6235294117647059;17;0
Hard;2;All;All;CLIP_results_with_details.csv;54;0.4051502782168193;0.3829008084806795;0.24074074074074073;0.4444444444444444;0.46296296296296297;0.48148148148148145;0.5185185185185185;0.5555555555555556;0.5925925925925926;0.6851851851851852;0.7407407407407407;0.7592592592592593;0.548148148148148;54;0
Hard;3;All;All;CLIP_results_with_details.csv;38;0.42266282693914264;0.420186769471589;0.2631578947368421;0.3157894736842105;0.5263157894736842;0.631578947368421;0.6578947368421053;0.6842105263157895;0.7105263157894737;0.7631578947368421;0.7631578947368421;0.7894736842105263;0.6105263157894737;38;0
Hard;4;All;All;CLIP_results_with_details.csv;19;0.5594820384294068;0.54279851071041;0.42105263157894735;0.47368421052631576;0.5263157894736842;0.7368421052631579;0.8421052631578947;0.8421052631578947;0.9473684210526315;0.9473684210526315;1.0;1.0;0.7736842105263159;19;0
Hard;5;All;All;CLIP_results_with_details.csv;2;0.55;0.32;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;1.0;0.55;2;0
All;All;0;All;CLIP_results_with_details.csv;173;0.41724440939347057;0.40265353091670997;0.24855491329479767;0.3988439306358382;0.4624277456647399;0.5549132947976878;0.6242774566473989;0.6589595375722543;0.6936416184971098;0.7341040462427746;0.7803468208092486;0.8034682080924855;0.5959537572254335;173;0
All;All;1;All;CLIP_results_with_details.csv;81;0.4026748259991431;0.39259613417565303;0.2345679012345679;0.35802469135802467;0.49382716049382713;0.5925925925925926;0.6049382716049383;0.654320987654321;0.6790123456790124;0.7037037037037037;0.7407407407407407;0.7530864197530864;0.5814814814814814;81;0
All;1;All;All;CLIP_results_with_details.csv;17;0.41123742696632726;0.3985282089134297;0.17647058823529413;0.47058823529411764;0.5882352941176471;0.6470588235294118;0.7058823529411765;0.7058823529411765;0.7058823529411765;0.7058823529411765;0.7647058823529411;0.7647058823529411;0.6235294117647059;17;0
All;2;All;All;CLIP_results_with_details.csv;56;0.4005490464759931;0.3790942006590011;0.23214285714285715;0.44642857142857145;0.4642857142857143;0.48214285714285715;0.5178571428571429;0.5535714285714286;0.5892857142857143;0.6785714285714286;0.7321428571428571;0.75;0.5446428571428571;56;0
All;3;All;All;CLIP_results_with_details.csv;54;0.41334717237495017;0.40906970208354326;0.24074074074074073;0.3333333333333333;0.5185185185185185;0.6296296296296297;0.6481481481481481;0.6666666666666666;0.6851851851851852;0.7407407407407407;0.7777777777777778;0.7962962962962963;0.6037037037037036;54;0
All;4;All;All;CLIP_results_with_details.csv;76;0.42665504294557577;0.42233328640628487;0.27631578947368424;0.35526315789473684;0.42105263157894735;0.5789473684210527;0.6447368421052632;0.7236842105263158;0.7763157894736842;0.7894736842105263;0.8289473684210527;0.8421052631578947;0.6236842105263158;76;0
All;5;All;All;CLIP_results_with_details.csv;51;0.40454177054523077;0.37780390684308557;0.23529411764705882;0.39215686274509803;0.47058823529411764;0.5490196078431373;0.6274509803921569;0.6470588235294118;0.6666666666666666;0.6666666666666666;0.7058823529411765;0.7450980392156863;0.5705882352941176;51;0
Easy;All;All;All;CLIP_results_with_details.csv;124;0.3882213410888633;0.37973754487028666;0.21774193548387097;0.3548387096774194;0.43548387096774194;0.5483870967741935;0.6048387096774194;0.6612903225806451;0.6854838709677419;0.7016129032258065;0.75;0.7661290322580645;0.5725806451612903;124;0
Hard;All;All;All;CLIP_results_with_details.csv;130;0.4358499802767843;0.41824532425310135;0.2692307692307692;0.4153846153846154;0.5076923076923077;0.5846153846153846;0.6307692307692307;0.6538461538461539;0.6923076923076923;0.7461538461538462;0.7846153846153846;0.8076923076923077;0.6092307692307692;130;0
All;All;All;Non-Synthetic Bug;CLIP_results_with_details.csv;150;0.4173913627079262;0.40797260211373537;0.23333333333333334;0.41333333333333333;0.5133333333333333;0.5866666666666667;0.6333333333333333;0.6733333333333333;0.7066666666666667;0.72;0.76;0.7666666666666667;0.6006666666666666;150;0
All;All;All;Synthetic Bug;CLIP_results_with_details.csv;104;0.40568499350780846;0.38714862884383083;0.25961538461538464;0.34615384615384615;0.41346153846153844;0.5384615384615384;0.5961538461538461;0.6346153846153846;0.6634615384615384;0.7307692307692307;0.7788461538461539;0.8173076923076923;0.5778846153846154;104;0
